SexN;AgeN;MS;LogitH;LogitB;TA;TH;WL;BH;HT;DS;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T33;T34;T35;T36;T37;T38;T39;T40
2;4;520;-0,122765876;-4,487771692;94;118,0999985;258;4,900000095;0,077777778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
2;4;504;-0,180594528;-4,59764192;93;112,8000031;270;6,400000095;0,072916667;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;4;517;-0,220449342;-4,786916865;98;119,1999969;262;5,5;0,073611111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0
2;4;563;-0,269228501;-4,784511115;96;115,5999985;262;5,5;0,060416667;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
2;4;464;-0,070538467;-5,231671362;96;108,3000031;260;5,199999809;0,26875;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;544;-0,265991436;-5,052765524;97;110,8000031;262;5;0,196527778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;4;565;-0,174180958;-5,034691437;93;117,8000031;266;4,699999809;0,195833333;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6
2;4;466;-0,417983326;-4,885130212;96;114;264;5,099999905;0,193055556;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;577;-0,270060471;-5,075173816;95;113;263;4,599999905;0,270833333;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
1;4;493;-0,324432465;-5,141941992;98;127,8000031;260;3,099999905;0,1;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;534;-0,296649225;-4,671074961;98;116,4000015;266;5,599999905;0,134722222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
2;4;552;-0,241994824;-5,216022125;98;115,9000015;265;5;0,107638889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
1;4;529;-0,259009817;-5,072613722;101;120,8000031;270;4,099999905;0,271527778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;489;-0,162548445;-4,947395076;97;123,6999969;267;3,200000048;0,18125;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;502;-0,202064036;-5,010913033;92;112,0999985;250;2,5;0,179861111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;471;-0,097877576;-5,142893947;95;112,8000031;257;5;0,178472222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
1;4;550;-0,221713029;-5,199078427;98;132,3000031;277;4;0,177777778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;4;493;-0,181385957;-5,070903346;96;109;263;5;0,213888889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
1;4;564;-0,158266251;-5,006894974;102;126,3000031;266;2,700000048;0,173611111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2;2;504;-0,359920554;-4,803728261;98;115,3000031;263;5,300000191;0,186111111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
2;4;548;-0,340992137;-5,140123435;99;120,6999969;270;5,099999905;0,220138889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;596;-0,330585538;-4,862908382;103;120,5999985;275;4,900000095;0,21875;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;520;-0,226699562;-5,277547605;100;114,9000015;263;6;0,218055556;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;449;-0,321136789;-5,098704312;95;109,9000015;257;4,599999905;0,175694444;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
1;2;535;-0,325615451;-4,86533423;97;124,8000031;265;4,699999809;0,144444444;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
2;1;504;-0,292210908;-5,019084348;100;118,0999985;257;5,300000191;0,145138889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
2;4;585;-0,326102733;-4,840923553;98;119,1999969;267;5,099999905;0,154166667;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1;4;543;-0,068377298;-4,978830494;87;122,5999985;260;4,800000191;0,153472222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;511;-0,329166268;-5,088401164;96;123,1999969;273;3,099999905;0,151388889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;567;-0,064934013;-5,040348191;99;119,8000031;273;4,699999809;0,15;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;582;-0,216362162;-5,133274245;100;131,3999939;275;5;0,183333333;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;2;536;-0,235334273;-5,097090961;99;121,0999985;274;5,300000191;0,142361111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
1;4;502;-0,387016403;-5,077473799;101;128,1999969;268;4,099999905;0,225;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;2;503;-0,440719223;-4,887001845;93;122;272;2,299999952;0,140277778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;481;-0,241562618;-4,683199033;98;124,6999969;262;3;0,1875;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;524;-0,242352559;-4,511408807;94;123,5;263;4;0,213194444;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;4;540;-0,295124114;-5,070543547;98;125,4000015;273;4,199999809;0,253472222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;600;-0,384381433;-4,886582646;101;127,1999969;269;5,099999905;0,244444444;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
1;1;493;-0,246019356;-4,935580127;97;117,8000031;257;4,900000095;0,240972222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;6
1;4;530;-0,314206336;-5,330300412;95;128,8000031;264;3,5;0,240277778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
1;1;545;-0,274259052;-4,975905814;102;125,0999985;267;4;0,215277778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;553;-0,247924594;-5,341057521;101;120,5999985;274;4,699999809;0,301388889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
1;4;562;-0,017339747;-5,219454518;96;128,6000061;264;3,299999952;0,297916667;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;4;464;-0,211087143;-5,280512742;97;119;260;4,5;0,296527778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
1;4;564;-0,172493468;-4,843061594;98;124,5;263;4,400000095;0,290972222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;2;509;-0,145878169;-4,899560477;91;108,9000015;252;5;0,211805556;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1;4;525;-0,234285728;-4,89566081;98;129;272;4,699999809;0,207638889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
2;4;532;-0,261258575;-4,984975547;98;114,5;268;6;0,203472222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;519;-0,37371641;-5,005112827;98;125,4000015;273;4,199999809;0,254861111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;4;557;-0,267331078;-4,854631046;98;125,5;268;5,699999809;0,200694444;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;518;-0,249791199;-4,975871302;95;116,4000015;265;4,5;0,25625;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;502;-0,282456718;-5,130180446;97;127,4000015;272;5,099999905;0,263888889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;509;-0,245068912;-5,031254582;97;117,8000031;263;3,799999952;0,261111111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
1;4;468;-0,36099377;-5,184455206;91;125,5;265;3,400000095;0,202083333;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;2;557;0,062768087;-5,146269737;98;114,5999985;250;4,099999905;0,163194444;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;6;6
2;4;567;-0,031166592;-5,255041383;93;112,1999969;266;3,900000095;0,086805556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;6;0
2;4;491;-0,26078427;-4,942883887;95;110,1999969;262;4,5;0,178472222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;6
1;2;558;-0,173622783;-5,148785632;94;125,5999985;269;4;0,175694444;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0
2;4;532;-0,212891623;-5,237438806;97;114,5999985;270;4,400000095;0,173611111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;513;-0,239029262;-5,018673079;94;116,3000031;260;4,5;0,170138889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
1;4;630;-0,058133865;-5,34742494;96;125;268;3,299999952;0,16875;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;2;521;-0,165095549;-4,954484776;98;116,6999969;271;3,900000095;0,180555556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0
1;1;501;-0,148620904;-4,943341659;92;123;264;3,700000048;0,165972222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;551;-0,230368146;-5,225410595;98;121,8000031;272;4,699999809;0,18125;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;605;-0,131314195;-5,524124036;97;126,6999969;265;3,099999905;0,161805556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;551;-0,234565553;-5,192303043;94;116,4000015;270;4,400000095;0,161111111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;535;-0,261258938;-4,921638476;96;116,0999985;262;3,900000095;0,155555556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;596;-0,034587461;-5,314846669;94;126,8000031;267;3,099999905;0,168055556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;2;558;-0,134395473;-5,200445083;92;112,6999969;262;4,099999905;0,20625;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;6
2;4;564;-0,181963839;-5,461874218;98;108,5999985;271;4;0,204166667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;1;567;-0,201965781;-5,043425117;99;133,6999969;262;3;0,202083333;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;553;0,018568173;-5,298650645;97;127,9000015;273;3,200000048;0,200694444;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
2;2;576;-0,091103422;-5,086506416;98;111,9000015;260;4;0,197916667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;6
1;1;597;-0,027169905;-5,318470073;97;125,4000015;271;3,700000048;0,179166667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;526;-0,33290717;-5,070400537;95;113,3000031;266;4,400000095;0,149305556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;649;-0,093977735;-5,412283603;103;130,8000031;282;3,099999905;0,192361111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;3;6
2;4;469;-0,156952104;-5,249827157;93;108,8000031;264;4,199999809;0,188888889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
2;4;507;-0,219090405;-5,516448377;96;117,5999985;267;4,400000095;0,1875;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0
1;4;551;-0,1752962;-5,046814951;94;117,1999969;267;3,200000048;0,186805556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0
1;4;609;-0,052295379;-4,796743683;97;131,8000031;272;3,200000048;0,186111111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;610;-0,272992979;-5,060594366;105;133,3999939;266;4;0,181944444;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;556;-0,176286535;-5,305623942;97;123,1999969;280;5,5;0,195138889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
1;4;622;-0,09385139;-5,251924327;100;130,1000061;257;2,900000095;0,114583333;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;0
1;4;549;-0,26628779;-5,174819504;100;123,5999985;273;2,599999905;0,113888889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6
1;4;645;-0,080150589;-5,28354208;96;124,6999969;268;2,5;0,1125;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5;0;6
1;4;459;0,108823899;-5,472916878;93;115,9000015;266;2,400000095;0,110416667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;2;623;-0,189426383;-5,256105519;102;123,5999985;266;3,299999952;0,109027778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;565;-0,215482894;-4,857225081;101;112,6999969;276;4,099999905;0,107638889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;560;-0,077085737;-5,466435973;94;127,1999969;273;2,799999952;0,105555556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;4;557;-0,209106092;-5,092044588;96;116,5;264;4,5;0,104166667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6
2;2;548;-0,108512715;-4,691675482;100;117,5999985;268;5,099999905;0,151388889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0
1;4;614;0,029908771;-5,02294023;94;126,8000031;260;2,099999905;0,097222222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0
2;2;676;-0,150460455;-4,941967045;98;110,9000015;259;3,5;0,095833333;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;517;-0,163005192;-5,341436721;93;112,5999985;265;5,699999809;0,092361111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;652;-0,086956114;-4,829273277;104;128;282;3,900000095;0,090972222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;527;-0,168485139;-5,384189205;93;129,8000031;262;2,099999905;0,090277778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
2;4;586;-0,321170153;-5,116995309;97;115,3000031;273;3,799999952;0,088194444;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;580;-0,233487422;-6,381816017;95;130,1000061;267;2,400000095;0,102777778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;6
2;1;578;-0,055694392;-5,334327804;95;113,3000031;260;4,199999809;0,13125;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;4;548;-0,212994256;-4,993489135;96;112,5;264;4,599999905;0,209722222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;556;-0,313487611;-5,237380196;102;109,5999985;267;5;0,147916667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6
1;4;609;-0,247593273;-5,584435717;98;127,3000031;276;3;0,146527778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;4;497;-0,189490046;-5,354406834;95;118,0999985;263;4,800000191;0,142361111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;649;-0,053856673;-5,031417834;102;120,4000015;277;4,300000191;0,140972222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
2;4;544;-0,11387289;-4,729913073;98;116,4000015;261;4,599999905;0,139583333;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
1;4;589;-0,113913994;-4,983606621;98;128;273;3,5;0,136805556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;2;562;-0,073100754;-5,259121652;97;120,1999969;263;3,5;0,115972222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;519;-0,209390168;-5,328199742;91;113,0999985;262;5,199999809;0,132638889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
1;4;608;-0,184867167;-5,29059532;100;126,3000031;270;3,099999905;0,118055556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;556;-0,133711103;-5,598421959;98;117,0999985;262;5;0,129861111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
1;2;579;-0,156004249;-5,230439944;96;124,4000015;255;2,900000095;0,129166667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;8;8;0
2;4;513;-0,15182592;-5,383183587;95;110,9000015;258;3,700000048;0,127777778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;548;-0,136875583;-5,37726057;102;115,5;262;3,599999905;0,125694444;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
1;4;572;-0,252070572;-5,11766109;96;125;276;3,200000048;0,123611111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;595;-0,273258745;-5,331683059;102;128,3999939;265;3,700000048;0,122222222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6
1;4;635;-0,155705648;-5,600104046;98;130,6999969;270;3,299999952;0,121527778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
1;4;608;-0,252968832;-4,879697937;97;125,4000015;270;2,799999952;0,120138889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;553;-0,217318727;-5,059592529;93;114,5999985;259;5,099999905;0,15;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;6
1;2;610;-0,222590912;-4,945980825;98;126,5;266;3;0,134027778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;562;-0,122515888;-5,308974662;97;115,1999969;260;3,799999952;0,223611111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;2;505;-0,148265478;-5,13059461;98;113,8000031;261;5,300000191;0,229861111;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;5;0;0
1;2;519;-0,078484347;-5,390701191;98;119,0999985;266;5,099999905;0,229166667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;6
2;4;554;-0,152504927;-5,520460418;93;112,0999985;256;4,199999809;0,225;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
1;2;523;-0,326794742;-5,577841252;96;129,8000031;266;3,099999905;0,222916667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;639;-0,065139302;-5,291508525;101;127,5999985;268;2,5;0,222222222;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;2;525;-0,089985187;-5,308927545;96;125,5;266;2,599999905;0,211805556;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;561;-0,215482894;-5,265277513;100;114;267;5,300000191;0,226388889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;591;-0,231259208;-5,346154695;102;132,5;264;2,900000095;0,210416667;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;556;-0,316535776;-5,122971423;97;112,5;276;5,699999809;0,220138889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;528;-0,346471184;-5,062261866;91;120,5999985;270;3,200000048;0,213888889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;6
1;4;591;-0,188449806;-5,28447196;98;116,8000031;267;4;0,215277778;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;8
2;4;541;-0,108695242;-4,714522723;94;115,5999985;257;5,099999905;0,219444444;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0
1;4;554;-0,137164699;-5,370305747;96;127,5999985;269;3,599999905;0,207638889;81;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;6
2;4;644;-0,167448196;-4,997550055;94;111;262;4,699999809;0,084027778;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;523;-0,135008002;-5,579981366;96;111,6999969;266;4;0,090277778;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
1;4;552;-0,111718495;-5,517241503;98;124;264;3,5;0,095833333;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;6
1;4;551;-0,259850265;-5,260096153;93;129,1000061;263;3,200000048;0,088888889;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;544;-0,266939222;-5,239363224;97;115;265;4,900000095;0,0875;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;544;-0,003853569;-5,330784558;98;119,9000015;264;3,5;0,08125;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;2;548;-0,196244009;-5,381541821;95;122,0999985;263;3,400000095;0,079166667;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;579;-0,250202699;-5,174264719;97;115,3000031;268;3,799999952;0,075694444;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;6
2;4;500;-0,36029614;-5,195893711;98;114,5;266;3,900000095;0,074305556;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;552;-0,307264271;-5,052700959;96;122,4000015;272;3,400000095;0,072916667;107;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;579;-0,03787742;-5,072827315;94;130,1000061;267;2,799999952;0,156944444;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;522;-0,246689298;-4,961879612;93;105,4000015;265;4,5;0,153472222;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;6;9;6
2;4;558;-0,097935913;-5,28826703;96;115;263;3,5;0,151388889;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0
2;4;544;-0,191964833;-5,294362186;98;119,5;262;3,099999905;0,15;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;562;-0,019934215;-5,322753206;96;125,6999969;262;2,799999952;0,147222222;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;579;-0,062504204;-5,619106033;100;127,1999969;272;2,799999952;0,14375;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;4;549;-0,205729145;-5,099866428;100;115,5;263;4,199999809;0,140972222;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0
2;4;533;0,032789823;-5,25305846;92;111,5999985;258;4,199999809;0,132638889;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;6
1;4;582;-0,073252686;-5,201690531;94;122,6999969;267;3,200000048;0,145138889;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
1;4;539;-0,152615344;-5,362172059;94;128,8999939;265;2,700000048;0,159722222;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0
2;4;508;-0,231054416;-5,33593423;93;106,6999969;262;4,300000191;0,161111111;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;548;-0,212977105;-5,170225698;95;113,3000031;264;3,200000048;0,176388889;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;6
1;4;598;0,011026628;-5,244125138;94;126,1999969;264;2,799999952;0,16875;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;522;-0,234351228;-5,134326767;92;117,8000031;260;4,900000095;0,175;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;4;620;-0,081217697;-5,106208944;101;124,6999969;272;2,799999952;0,117361111;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;587;-0,168799866;-5,466072564;100;114,8000031;262;3,299999952;0,094444444;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;4;576;-0,15677943;-4,925699683;97;117;270;5,900000095;0,095833333;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0
2;4;535;-0,25187262;-4,859812405;95;113,5;268;3,799999952;0,097222222;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;6;6
2;4;614;-0,284600406;-5,401086293;93;118,5999985;264;3,599999905;0,098611111;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
1;4;576;-0,173769275;-5,350742374;96;125,5999985;265;2,799999952;0,1;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;631;-0,163837887;-4,989298156;100;132,3000031;272;3,400000095;0,102777778;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;629;-0,301871803;-4,988885317;97;132,3000031;267;3;0,105555556;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;4;676;-0,408885586;-4,949941225;104;128,6000061;274;2,799999952;0,108333333;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;615;-0,4351283;-5,230344382;97;122,0999985;266;4,099999905;0,111805556;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
2;4;565;-0,039740329;-5,010635294;93;115;264;4,699999809;0,120138889;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
2;4;551;-0,145391965;-5,039805671;97;115;262;5;0,124305556;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;652;-0,16095263;-5,389071729;105;127,4000015;272;3,799999952;0,126388889;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
2;4;650;-0,226117089;-5,289064161;98;117;267;3,5;0,129166667;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;6
2;2;589;0,114208868;-4,912654886;101;121,3000031;257;3,700000048;0,130555556;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;6
1;1;519;-0,118884964;-5,308267698;93;118,0999985;248;3,200000048;0,131944444;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
1;4;639;-0,149052692;-4,925440448;100;122,4000015;276;4,699999809;0,110416667;108;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5;0;0
2;4;602;-0,31568781;-5,290509183;102;116,6999969;273;5;0,2;90;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;4;506;-0,266999864;-4,999852734;100;121,1999969;255;4,599999905;0,179166667;90;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1
1;4;520;-0,201887759;-4,803717416;97;121,8000031;262;3,099999905;0,183333333;90;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
